Nr okrÍgu;Siedziba OKW;Nr listy (po nadaniu);Nazwa komitetu;Sygnatura;Typ;Pozycja na liúcie;Nazwisko;Imiona;P≥eÊ;ZawÛd;Miejsce zamieszkania;TERYT m. z.;Gmina m.z.;PrzynaleønoúÊ do partii;Poparcie;Liczba g≥osÛw;Procent g≥osÛw oddanych na listÍ;Procent g≥osÛw oddanych w okrÍgu;Czy przyznano mandat
35;Olsztyn;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;12;MALISZEWSKI;Krzysztof;MÍøczyzna;inøynier budownictwa - budownictwo ogÛlne;Za≥uski;281104;gm. Nidzica;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;605;1,32%;0,18%;Nie
35;Olsztyn;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;13;GULCZY—SKI;Marcin;MÍøczyzna;analityk baz danych;Olsztyn;286201;m. Olsztyn;cz≥onek partii politycznej: Lewica Razem;;389;0,85%;0,12%;Nie
35;Olsztyn;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;14;LITMAN;Ewa;Kobieta;nauczyciel;Sajzy;280502;gm. E≥k;nie naleøy do partii politycznej;;721;1,57%;0,22%;Nie
35;Olsztyn;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;15;JAKUBAS;Daniel Stanis≥aw;MÍøczyzna;specjalista ds. bhp;Mrπgowo;281001;m. Mrπgowo;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;468;1,02%;0,14%;Nie
35;Olsztyn;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;16;OLKOWSKA;Ma≥gorzata;Kobieta;menedøer;Olsztyn;286201;m. Olsztyn;nie naleøy do partii politycznej;;574;1,25%;0,17%;Nie
35;Olsztyn;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;17;NADOLNA;Janina;Kobieta;bibliotekarz;Ruciane-Nida;281604;gm. Ruciane-Nida;nie naleøy do partii politycznej;;386;0,84%;0,12%;Nie
35;Olsztyn;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;18;PIOTROWSKA;Anna Eløbieta;Kobieta;pedagog;Mierki;281409;gm. Olsztynek;nie naleøy do partii politycznej;;808;1,76%;0,24%;Nie
35;Olsztyn;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;19;DALKOWSKA;Beata;Kobieta;g≥Ûwny ksiÍgowy;WÍgorzewo;281903;gm. WÍgorzewo;nie naleøy do partii politycznej;;425;0,93%;0,13%;Nie
35;Olsztyn;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;20;GRUCELA;Bartosz;MÍøczyzna;specjalista ds. stosunkÛw miÍdzynarodowych;Olsztyn;286201;m. Olsztyn;cz≥onek partii politycznej: Lewica Razem;;1975;4,30%;0,60%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;1;LISIECKI;Piotr Cezary;MÍøczyzna;przedsiÍbiorca;Naglady;281405;gm. Gietrzwa≥d;cz≥onek partii politycznej: Ruch Narodowy;;10919;47,20%;3,29%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;2;PITURA;Tomasz;MÍøczyzna;specjalista ds. bhp;Olsztyn;286201;m. Olsztyn;cz≥onek partii politycznej: Zjednoczenie ChrzeúcijaÒskich Rodzin;;1714;7,41%;0,52%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;3;MICHALEWICZ;Joanna;Kobieta;dziennikarz;Giøycko;280601;m. Giøycko;nie naleøy do partii politycznej;;1399;6,05%;0,42%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;4;TYTZ;Jerzy Stanis≥aw;MÍøczyzna;lekarz dentysta;Olsztynek;281409;gm. Olsztynek;nie naleøy do partii politycznej;;932;4,03%;0,28%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;5;BORYSOWSKI;Pawe≥ Arkadiusz;MÍøczyzna;pedagog muzyczny;Olsztyn;286201;m. Olsztyn;nie naleøy do partii politycznej;;765;3,31%;0,23%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;6;MICHALSKI;Rados≥aw Jan;MÍøczyzna;rolnik;Tomaryny;281405;gm. Gietrzwa≥d;nie naleøy do partii politycznej;;558;2,41%;0,17%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;7;ZIELI—SKA;Justyna;Kobieta;nauczyciel;Szczytno;281701;m. Szczytno;nie naleøy do partii politycznej;;1377;5,95%;0,42%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;8;D BKOWSKI;Cezary;MÍøczyzna;spedytor;Bukwa≥d;281404;gm. Dywity;nie naleøy do partii politycznej;;428;1,85%;0,13%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;9;MARKOWSKA;Anna;Kobieta;pielÍgniarka;Giøycko;280601;m. Giøycko;nie naleøy do partii politycznej;;610;2,64%;0,18%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;10;LICHACZ;Martyna;Kobieta;nauczyciel;Giøycko;280601;m. Giøycko;nie naleøy do partii politycznej;;704;3,04%;0,21%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;11;ADAMSKA;Danuta;Kobieta;nauczyciel;Olecko;281304;gm. Olecko;nie naleøy do partii politycznej;;315;1,36%;0,09%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;12;GO£ BIEWSKA;Paulina;Kobieta;ksiÍgowa;Olsztynek;281409;gm. Olsztynek;cz≥onek partii politycznej: Ruch Narodowy;;714;3,09%;0,22%;Nie
35;Olsztyn;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;13;WYSOCKI;Kamil Micha≥;MÍøczyzna;przedsiÍbiorca;E≥k;280501;m. E≥k;cz≥onek partii politycznej: Ruch Narodowy;;2699;11,67%;0,81%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;1;CICHO—;Janusz W≥adys≥aw;MÍøczyzna;pose≥;Tu≥awki;281404;gm. Dywity;cz≥onek partii politycznej: Platforma Obywatelska RP;;26402;30,08%;7,96%;Tak
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;2;WASILEWSKA;Anna;Kobieta;pose≥;Olsztyn;286201;m. Olsztyn;cz≥onek partii politycznej: Platforma Obywatelska RP;;10982;12,51%;3,31%;Tak
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;3;PAMPUCH;Miros≥aw JÛzef;MÍøczyzna;radca prawny;Wrzesina;281407;gm. Jonkowo;cz≥onek partii politycznej: Nowoczesna;;4447;5,07%;1,34%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;4;PAPKE;Pawe≥;MÍøczyzna;pedagog;Olsztyn;286201;m. Olsztyn;cz≥onek partii politycznej: Platforma Obywatelska RP;;19415;22,12%;5,85%;Tak
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;5;WOJCIECHOWSKA;Anna;Kobieta;ekonomista;E≥k;280501;m. E≥k;nie naleøy do partii politycznej;;7391;8,42%;2,23%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;6;WROCHNA;Artur Zenon;MÍøczyzna;politolog;Olsztynek;281409;gm. Olsztynek;cz≥onek partii politycznej: Platforma Obywatelska RP;;983;1,12%;0,30%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;7;CHMIELI—SKI;Igor;MÍøczyzna;inøynier budownictwa;Szczytno;281701;m. Szczytno;cz≥onek partii politycznej: Platforma Obywatelska RP;;2077;2,37%;0,63%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;8;KONOPKA;Marek;MÍøczyzna;nauczyciel;Bia≥a Piska;281601;gm. Bia≥a Piska;cz≥onek partii politycznej: Platforma Obywatelska RP;;1892;2,16%;0,57%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;9;CZOPI—SKA;Ma≥gorzata;Kobieta;nauczyciel;Giøycko;280601;m. Giøycko;nie naleøy do partii politycznej;;1909;2,17%;0,58%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;10;LIPNICKI;Edmund;MÍøczyzna;leúnik;Turoúl;281603;gm. Pisz;nie naleøy do partii politycznej;;637;0,73%;0,19%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;11;G”RALSKA;Eløbieta Maria;Kobieta;emeryt;Piπtki;281104;gm. Nidzica;cz≥onek partii politycznej: Platforma Obywatelska RP;;970;1,11%;0,29%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;12;OFIERSKA;Ma≥gorzata Dorota;Kobieta;ekonomista;Swobodna;281403;gm. Dobre Miasto;nie naleøy do partii politycznej;;659;0,75%;0,20%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;13;MAKSYMOWICZ;Ewa Katarzyna;Kobieta;rencista;KÍtrzyn;280801;m. KÍtrzyn;nie naleøy do partii politycznej;;821;0,94%;0,25%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;14;MIERU—SKI;Zbigniew Jan;MÍøczyzna;pedagog;Go≥dap;281803;gm. Go≥dap;nie naleøy do partii politycznej;;913;1,04%;0,28%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;15;K£OCZKO;Bart≥omiej Artur;MÍøczyzna;pracownik samorzπdowy;BroøÛwka;280605;gm. Kruklanki;nie naleøy do partii politycznej;;981;1,12%;0,30%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;16;CIBORSKI;Tadeusz;MÍøczyzna;emeryt;WÍgorzewo;281903;gm. WÍgorzewo;nie naleøy do partii politycznej;;731;0,83%;0,22%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;17;RAMOTOWSKI;Adam Stanis≥aw;MÍøczyzna;adwokat;Olecko;281304;gm. Olecko;nie naleøy do partii politycznej;;1019;1,16%;0,31%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;18;LEWKOWICZ;Magdalena;Kobieta;nauczyciel;Mrπgowo;281001;m. Mrπgowo;nie naleøy do partii politycznej;;3307;3,77%;1,00%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;19;WAå;Beata Katarzyna;Kobieta;dziennikarz;Olsztyn;286201;m. Olsztyn;nie naleøy do partii politycznej;;577;0,66%;0,17%;Nie
35;Olsztyn;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;20;KUCHCI—SKI;Marcin Andrzej;MÍøczyzna;wicemarsza≥ek wojewÛdztwa;Kieüliny;281404;gm. Dywity;cz≥onek partii politycznej: Platforma Obywatelska RP;;1667;1,90%;0,50%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;1;ABRAMSKI;Pawe≥ Stanis≥aw;MÍøczyzna;prawnik;Olsztyn;286201;m. Olsztyn;cz≥onek partii politycznej: Wolni i Solidarni;;802;34,27%;0,24%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;2;GANCEWSKA;Iwona Eløbieta;Kobieta;pedagog;Mrπgowo;281001;m. Mrπgowo;cz≥onek partii politycznej: Wolni i Solidarni;;192;8,21%;0,06%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;3;£AZUKA;Piotr;MÍøczyzna;ekonomista;Olsztyn;286201;m. Olsztyn;nie naleøy do partii politycznej;;266;11,37%;0,08%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;4;WALCZAK;Stanis≥aw Jan;MÍøczyzna;emeryt;Olsztyn;286201;m. Olsztyn;cz≥onek partii politycznej: Wolni i Solidarni;;126;5,38%;0,04%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;5;KUSIOR;Maciej Franciszek;MÍøczyzna;rolnik;Lipowa GÛra Wschodnia;281706;gm. Szczytno;cz≥onek partii politycznej: Wolni i Solidarni;;131;5,60%;0,04%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;6;KRAJEWSKA;Zuzanna Maria;Kobieta;rzecznik prasowy;Warszawa;146519;Øoliborz;cz≥onek partii politycznej: Skuteczni Piotra Liroya-Marca;;209;8,93%;0,06%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;7;CYMERMAN-MACIEJOWSKA;Marta;Kobieta;urzÍdnik;Warszawa;146504;Bielany;nie naleøy do partii politycznej;;115;4,91%;0,03%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;8;SOBIERAJSKA;Teresa Gracjana;Kobieta;emeryt;Olsztyn;286201;m. Olsztyn;nie naleøy do partii politycznej;;110;4,70%;0,03%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;9;ZAWADZKI;Pawe≥ Tomasz;MÍøczyzna;student;Warszawa;146507;Praga-Po≥udnie;nie naleøy do partii politycznej;;150;6,41%;0,05%;Nie
35;Olsztyn;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;10;FIGIEL;Andrzej Jan;MÍøczyzna;student;Warszawa;146505;MokotÛw;nie naleøy do partii politycznej;;239;10,21%;0,07%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;1;GRZYB;Andrzej Marian;MÍøczyzna;ekonomista;SiedlikÛw;301807;gm. OstrzeszÛw;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;21214;36,10%;4,62%;Tak
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;2;WALKOWSKI;Piotr;MÍøczyzna;rolnik;Wysocko Wielkie;301704;gm. OstrÛw Wielkopolski;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;4498;7,65%;0,98%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;3;KOBUS;Bartosz Marek;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;KrzywiÒ;301104;gm. KrzywiÒ;nie naleøy do partii politycznej;;4050;6,89%;0,88%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;4;G”RALCZYK;Agnieszka Magdalena;Kobieta;ekonomista;Koúcielna Wieú;302005;gm. Go≥uchÛw;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;2294;3,90%;0,50%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;5;MARSZA£EK;Franciszek;MÍøczyzna;prawnik;Krotoszyn;301204;gm. Krotoszyn;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;3335;5,68%;0,73%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;6;MA£YCHA;Wies≥awa;Kobieta;sprzedawca;Lasocice;301305;gm. åwiÍciechowa;nie naleøy do partii politycznej;;894;1,52%;0,19%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;7;GRZESIEK;Jan;MÍøczyzna;ekonomista;Golina;300602;gm. Jarocin;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;3904;6,64%;0,85%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;8;MARTYN;Grzegorz Piotr;MÍøczyzna;rolnik;Go≥aszyn;302201;gm. Bojanowo;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;834;1,42%;0,18%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;9;BANAå;Ma≥gorzata;Kobieta;wyøszy urzÍdnik samorzπdowy;Nowa Kakawa;300704;gm. Godziesze Wielkie;nie naleøy do partii politycznej;;1788;3,04%;0,39%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;10;PIERZCHLEWICZ;Piotr;MÍøczyzna;sprzedawca;Kuczyna;300403;gm. Krobia;nie naleøy do partii politycznej;;515;0,88%;0,11%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;11;KONOPKA;Jacek;MÍøczyzna;budowlaniec;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1051;1,79%;0,23%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;12;PERSKI;Janusz Aleksander;MÍøczyzna;rolnik;Leszno;306301;m. Leszno;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;407;0,69%;0,09%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;13;KUCHARSKA;Beata;Kobieta;fryzjer;Iwanowice;300710;gm. Szczytniki;nie naleøy do partii politycznej;;1285;2,19%;0,28%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;14;PIEKARSKA-NOWAK;Karolina Justyna;Kobieta;pracownik socjalny;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;405;0,69%;0,09%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;15;RYBACKA;Agnieszka;Kobieta;urzÍdnik samorzπdowy;ØerkÛw;300604;gm. ØerkÛw;nie naleøy do partii politycznej;;909;1,55%;0,20%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;16;MOTYLEWSKI;Alojzy Ignacy;MÍøczyzna;mechanik;OstrÛw Wielkopolski;301701;m. OstrÛw Wielkopolski;nie naleøy do partii politycznej;;448;0,76%;0,10%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;17;KRAKOWIAK;Ma≥gorzata;Kobieta;ksiÍgowy;Wojnowice;301303;gm. Osieczna;nie naleøy do partii politycznej;;427;0,73%;0,09%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;18;KOØA—SKA;Kinga;Kobieta;florysta;OstrÛw Wielkopolski;301701;m. OstrÛw Wielkopolski;nie naleøy do partii politycznej;;350;0,60%;0,08%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;19;WYSOTA;Boøena Mariola;Kobieta;rolnik;Mielcuchy Pierwsze;301801;gm. CzajkÛw;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;365;0,62%;0,08%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;20;KINAL;Dorota Katarzyna;Kobieta;nauczyciel;Koúcian;301101;m. Koúcian;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1084;1,84%;0,24%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;21;WASIELEWSKI;Maciej Pawe≥;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;Dobrzyca;302003;gm. Dobrzyca;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1907;3,25%;0,42%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;22;KOBUS-MARCZAK;Joanna Jolanta;Kobieta;nauczyciel;Krotoszyn;301204;gm. Krotoszyn;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;671;1,14%;0,15%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;23;KUBIAK;Andrzej;MÍøczyzna;rolnik;Zalesie;300401;gm. Borek Wielkopolski;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;983;1,67%;0,21%;Nie
36;Kalisz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;24;GRABOWSKI;Krzysztof Andrzej;MÍøczyzna;politolog;Kuünica;300703;gm. CekÛw-Kolonia;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;5141;8,75%;1,12%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;1;DZIEDZICZAK;Jan Micha≥;MÍøczyzna;politolog;Warszawa;146513;UrsynÛw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;60599;31,07%;13,20%;Tak
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;2;£AWNICZAK;Tomasz;MÍøczyzna;parlamentarzysta;Nowe Skalmierzyce;301702;gm. Nowe Skalmierzyce;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;13496;6,92%;2,94%;Tak
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;3;MOSI—SKI;Jan;MÍøczyzna;parlamentarzysta;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;16479;8,45%;3,59%;Tak
